Company Name,Ticker,Sector,Exchange,Market Cap
NORTHFIELD BNCP,NFBK,Finance,NSDQ,703.77
NETFLIX INC,NFLX,Consumer Discretionary,NSDQ,52620.14
NATIONAL GNL HL,NGHC,Finance,NSDQ,2020.47
NATURAL HLTH TR,NHTC,Consumer Discretionary,NSDQ,383.04
NICE SYSTEM-ADR,NICE,Computer and Technology,NSDQ,3951.75
NII HOLDINGS,NIHD,Computer and Technology,NSDQ,2290.7
BLUE NILE INC,NILE,Retail-Wholesale,NSDQ,392.12
NANTKWEST INC,NK,Medical,NSDQ,2245.62
NEKTAR THERAP,NKTR,Medical,NSDQ,1491.5
NEWLINK GENETIC,NLNK,Medical,NSDQ,1417.05
NMI HOLDINGS-A,NMIH,Finance,NSDQ,508.81
NN INC,NNBR,Industrial Products,NSDQ,659.02
NATL PENN BCSHS,NPBC,Finance,NSDQ,1508.38
NATL RESEARCH,NRCIB,Business Services,NSDQ,838.36
INSIGHT ENTRPRS,NSIT,Retail-Wholesale,NSDQ,988.08
NETAPP INC,NTAP,Computer and Technology,NSDQ,9158.53
NETSCOUT SYSTMS,NTCT,Computer and Technology,NSDQ,1605.21
NETEASE INC,NTES,Computer and Technology,NSDQ,19319.25
NETGEAR INC,NTGR,Computer and Technology,NSDQ,1059.75
NORTEK INC,NTK,Construction,NSDQ,1221.08
NATERA INC,NTRA,Medical,NSDQ,826.16
NUTRI/SYSTEM,NTRI,Consumer Discretionary,NSDQ,863.09
NORTHERN TRUST,NTRS,Finance,NSDQ,18083.37
NUANCE COMM INC,NUAN,Computer and Technology,NSDQ,5846.63
NUVASIVE INC,NUVA,Medical,NSDQ,2659.35
NOVAVAX INC,NVAX,Medical,NSDQ,2902.76
NEOVASC INC,NVCN,Medical,NSDQ,392.62
NVIDIA CORP,NVDA,Computer and Technology,NSDQ,12363.24
NOVADAQ TEC INC,NVDQ,Medical,NSDQ,590.06
INVIVO THERAPT,NVIV,Medical,NSDQ,343.18
NOVA MEASURING,NVMI,Computer and Technology,NSDQ,325.39
NORTHWEST BNCSH,NWBI,Finance,NSDQ,1201.32
NORTHWEST BIOTH,NWBO,Medical,NSDQ,777.35
NATL WST LIFE A,NWLI,Finance,NSDQ,872.64
NEWS CORP-B,NWS,Consumer Discretionary,NSDQ,8065.56
NEWS CORP NEW-A,NWSA,Consumer Discretionary,NSDQ,5412.07
NXP SEMICONDUCT,NXPI,Computer and Technology,NSDQ,22363.6
NEXSTAR BRDCSTG,NXST,Consumer Discretionary,NSDQ,1691.65
NXSTAGE MEDICAL,NXTM,Medical,NSDQ,1137.65
NEW YORK MTG TR,NYMT,Finance,NSDQ,773.22
OCEANFIRST FINL,OCFC,Finance,NSDQ,302.69
OCULAR THERAPTX,OCUL,Medical,NSDQ,524.18
OLD DOMINION FL,ODFL,Transportation,NSDQ,6203.38
OFFICE DEPOT,ODP,Retail-Wholesale,NSDQ,4083.63
ORTHOFIX INTL,OFIX,Medical,NSDQ,731.03
OMEGA FLEX INC,OFLX,Industrial Products,NSDQ,318.5
SOUTHWEST BC-OK,OKSB,Finance,NSDQ,346.87
UNIVL DISPLAY,OLED,Computer and Technology,NSDQ,1925.58
OLLIES BGN OUTL,OLLI,Consumer Staples,NSDQ,1139.05
GRUPO AEROP-ADS,OMAB,Transportation,NSDQ,1793.95
OMNICELL INC,OMCL,Medical,NSDQ,1316.85
ONCOMED PHARMA,OMED,Medical,NSDQ,661
OMEROS CORP,OMER,Medical,NSDQ,563.32
ON SEMICON CORP,ON,Computer and Technology,NSDQ,4231.87
OLD NATL BCP,ONB,Finance,NSDQ,1687.18
SPARK THERAPEUT,ONCE,Medical,NSDQ,1368.57
ONCOTHYREON INC,ONTY,Medical,NSDQ,337.59
OPUS BANK,OPB,Finance,NSDQ,1048.82
OPHTHOTECH CORP,OPHT,Medical,NSDQ,1889.48
ORBCOMM INC,ORBC,Computer and Technology,NSDQ,408.41
ORBOTECH LTD,ORBK,Computer and Technology,NSDQ,766.06
OREXIGEN THERAP,OREX,Medical,NSDQ,465.82
OCEAN RIG UDW,ORIG,Oils-Energy,NSDQ,561.5
ORITANI FINL CP,ORIT,Finance,NSDQ,689.23
O REILLY AUTO,ORLY,Retail-Wholesale,NSDQ,24346.26
OSIRIS THERAPTC,OSIR,Medical,NSDQ,626.59
OSI SYSTEMS INC,OSIS,Computer and Technology,NSDQ,1334.2
OVERSTOCK.COM,OSTK,Retail-Wholesale,NSDQ,565.29
OPEN TEXT CORP,OTEX,Computer and Technology,NSDQ,5621.43
OTONOMY INC,OTIC,Medical,NSDQ,526.6
OTTER TAIL CORP,OTTR,Utilities,NSDQ,1044.3
OUTERWALL INC,OUTR,Consumer Discretionary,NSDQ,1183.51
OVASCIENCE,OVAS,Medical,NSDQ,717.95
OMNIVISION TECH,OVTI,Computer and Technology,NSDQ,1420.33
BANK OZARKS,OZRK,Finance,NSDQ,3857.01
PAN AMER SILVER,PAAS,Basic Materials,NSDQ,909.86
PACIFIC BIOSCI,PACB,Medical,NSDQ,338.53
PACWEST BANCORP,PACW,Finance,NSDQ,4778.52
PHIBRO ANIMAL,PAHC,Medical,NSDQ,1493.77
PATRICK INDS,PATK,Construction,NSDQ,578.21
PAYCHEX INC,PAYX,Business Services,NSDQ,17200.63
PEOPLES UTD FIN,PBCT,Finance,NSDQ,5050.84
POTBELLY CORP,PBPB,Retail-Wholesale,NSDQ,356.44
PACCAR INC,PCAR,Auto-Tires-Trucks,NSDQ,22340.96
PC CONNECTION,PCCC,Retail-Wholesale,NSDQ,570.68
POTLATCH CORP,PCH,Construction,NSDQ,1423.73
PRICELINE.COM,PCLN,Retail-Wholesale,NSDQ,68287.48
PENDRELL CORP,PCO,Business Services,NSDQ,422.38
PACIRA PHARMACT,PCRX,Medical,NSDQ,2371.79
PAYLOCITY HLDG,PCTY,Computer and Technology,NSDQ,1803.26
PDC ENERGY INC,PDCE,Oils-Energy,NSDQ,1877.14
PATTERSON COS,PDCO,Medical,NSDQ,5134.21
PDF SOLUTIONS,PDFS,Computer and Technology,NSDQ,415.21
PDL BIOPHARMA,PDLI,Medical,NSDQ,950.09
PACIFIC DATAVSN,PDVW,Computer and Technology,NSDQ,399.14
PEOPL BNCP-OHIO,PEBO,Finance,NSDQ,393.47
PEGASYSTEMS INC,PEGA,Computer and Technology,NSDQ,2048.32
PATTERN ENERGY,PEGI,Utilities,NSDQ,1515.64
PAC ETHANOL INC,PEIX,Oils-Energy,NSDQ,309.83
PENN NATL GAMNG,PENN,Consumer Discretionary,NSDQ,1515.65
PERRY ELLIS INT,PERY,Consumer Discretionary,NSDQ,367.69
PETMED EXPRESS,PETS,Retail-Wholesale,NSDQ,341.76
ARATANA THERAP,PETX,Medical,NSDQ,594.87
PREFERRED BANK,PFBC,Finance,NSDQ,413.84
PROOFPOINT INC,PFPT,Computer and Technology,NSDQ,2574.95
PEAPACK GLADSTN,PGC,Finance,NSDQ,333.11
PROGENICS PHARM,PGNX,Medical,NSDQ,557.51
PGT INC,PGTI,Construction,NSDQ,616.9
PHI INC-VTG,PHII,Transportation,NSDQ,443.22
PHI INC-NVT,PHIIK,Transportation,NSDQ,419.28
PREMIER INC-A,PINC,Medical,NSDQ,1331.73
PARK OHIO HLDNG,PKOH,Industrial Products,NSDQ,531.66
PHOTRONICS INC,PLAB,Computer and Technology,NSDQ,533.75
DAVE&BUSTRS ENT,PLAY,Retail-Wholesale,NSDQ,1540.06
CHILDRENS PLACE,PLCE,Retail-Wholesale,NSDQ,1212.69
POLYCOM INC,PLCM,Computer and Technology,NSDQ,1473.63
POPEYES LA KTCH,PLKI,Retail-Wholesale,NSDQ,1366.83
PLUG POWER INC,PLUG,Industrial Products,NSDQ,416.32
EPLUS INC,PLUS,Computer and Technology,NSDQ,573.33
PLEXUS CORP,PLXS,Computer and Technology,NSDQ,1288.64
PMC-SIERRA INC,PMCS,Computer and Technology,NSDQ,1331.81
PINNACLE FIN PT,PNFP,Finance,NSDQ,1868.7
PENNANTPARK INV,PNNT,Finance,NSDQ,581.22
PANERA BREAD CO,PNRA,Retail-Wholesale,NSDQ,5211.48
INSULET CORP,PODD,Medical,NSDQ,1923.29
POOL CORP,POOL,Consumer Discretionary,NSDQ,3000.95
POWER INTGRATIO,POWI,Computer and Technology,NSDQ,1146.56
POWELL INDS,POWL,Industrial Products,NSDQ,319.68
POZEN INC,POZN,Medical,NSDQ,340.1
PAC PREMIER BCP,PPBI,Finance,NSDQ,411.45
PILGRIMS PRIDE,PPC,Consumer Staples,NSDQ,5858.49
PRA GROUP INC,PRAA,Finance,NSDQ,3048.57
PRA HEALTH SCI,PRAH,Medical,NSDQ,2574.46
PERFICIENT INC,PRFT,Computer and Technology,NSDQ,575.24
PROGRESS SOFTWA,PRGS,Computer and Technology,NSDQ,1467.47
PRIMORIS SERVCS,PRIM,Construction,NSDQ,929.99
PROQR THERAP,PRQR,Medical,NSDQ,367.34
PROVIDENCE SVC,PRSC,Consumer Discretionary,NSDQ,736.35
PROTHENA CP PLC,PRTA,Medical,NSDQ,2031.09
PARATEK PHARMA,PRTK,Medical,NSDQ,410.22
PAREXEL INTL CP,PRXL,Medical,NSDQ,3659.91
PROSPECT CAP CP,PSEC,Finance,NSDQ,2560.84
POWER SOL INTL,PSIX,Auto-Tires-Trucks,NSDQ,361.03
PRICESMART INC,PSMT,Retail-Wholesale,NSDQ,2866.99
PARK STERLNG CP,PSTB,Finance,NSDQ,322.01
PTC INC,PTC,Computer and Technology,NSDQ,4129.18
PTC THERAPEUTIC,PTCT,Medical,NSDQ,1482.22
PATTERSON-UTI,PTEN,Oils-Energy,NSDQ,2487.65
PORTOLA PHARMA,PTLA,Medical,NSDQ,2609.22
PARTNER COMM,PTNR,Computer and Technology,NSDQ,626.07
PAM TRANSPORT,PTSI,Transportation,NSDQ,372.51
PERNIX THERAPTC,PTX,Medical,NSDQ,302.74
PENNTEX MIDSTRM,PTXP,Oils-Energy,NSDQ,300
PEOPLES UTAH BC,PUB,Finance,NSDQ,301.05
PRIVATEBANCORP,PVTB,Finance,NSDQ,3269.9
PAYPAL HOLDINGS,PYPL,Computer and Technology,NSDQ,47689.14
PAPA JOHNS INTL,PZZA,Retail-Wholesale,NSDQ,2862.39
QAD INC-A,QADA,Computer and Technology,NSDQ,394.29
QAD INC,QADB,Computer and Technology,NSDQ,378.62
QUALCOMM INC,QCOM,Computer and Technology,NSDQ,99017.16
QUIDEL CORP,QDEL,Medical,NSDQ,690.99
QIAGEN NV,QGEN,Medical,NSDQ,6341.19
QIWI PLC-ADR,QIWI,Business Services,NSDQ,1569.72
QLOGIC CORP,QLGC,Computer and Technology,NSDQ,819.02
QLIK TECHNOLOGS,QLIK,Computer and Technology,NSDQ,3655.73
QUALITY DISTRIB,QLTY,Transportation,NSDQ,447.93
QUALYS INC,QLYS,Computer and Technology,NSDQ,1137.19
NASDAQ-100 SHRS,QQQ,Finance,NSDQ,39937.73
NUVN-NDQ100 DOF,QQQX,Finance,NSDQ,686.15
QORVO INC,QRVO,Computer and Technology,NSDQ,7797.85
QUALITY SYS,QSII,Medical,NSDQ,759.39
QUNAR CAYMN LTD,QUNR,Computer and Technology,NSDQ,5677.1
UNIQURE BV,QURE,Medical,NSDQ,506.61
LIBERTY M INT-A,QVCA,Retail-Wholesale,NSDQ,13321.83
LIBERTY M INT-B,QVCB,Consumer Discretionary,NSDQ,14201.21
ULTRAGENYX PHAR,RARE,Medical,NSDQ,4145.71
RAVEN INDS INC,RAVN,Conglomerates,NSDQ,706.88
REPUBLIC BCP KY,RBCAA,Finance,NSDQ,526.18
RENT-A-CENTER,RCII,Consumer Discretionary,NSDQ,1416.38
RECEPTOS INC,RCPT,Medical,NSDQ,7223.55
RADNET INC,RDNT,Medical,NSDQ,305.01
RADIUS HEALTH,RDUS,Medical,NSDQ,2790.07
RADWARE LTD,RDWR,Computer and Technology,NSDQ,897.38
RESOURCES CNCTN,RECN,Business Services,NSDQ,596.74
RENEWABLE ENERG,REGI,Oils-Energy,NSDQ,429.25
REGENERON PHARM,REGN,Medical,NSDQ,59802.09
REAL INDUSTRY,RELY,Finance,NSDQ,321.66
REMY INTL INC,REMY,Auto-Tires-Trucks,NSDQ,935.61
RENTRAK CORP,RENT,Business Services,NSDQ,940.03
REPLIGEN,RGEN,Medical,NSDQ,1198.11
ROYAL GOLD INC,RGLD,Basic Materials,NSDQ,3271.13
REGULUS THERAP,RGLS,Medical,NSDQ,356.1
RELYPSA INC,RLYP,Medical,NSDQ,1238.94
RAMBUS INC,RMBS,Computer and Technology,NSDQ,1568.55
ROCKWELL MED,RMTI,Medical,NSDQ,701.62
RIGNET INC,RNET,Computer and Technology,NSDQ,468.69
RENASANT CORP,RNST,Finance,NSDQ,1286.18
GIBRALTAR INDUS,ROCK,Construction,NSDQ,607.51
RETAIL OPPURTUN,ROIC,Finance,NSDQ,1579.55
RBC BEARINGS,ROLL,Industrial Products,NSDQ,1621.2
ROSS STORES,ROST,Retail-Wholesale,NSDQ,21959.84
ROVI CORP,ROVI,Computer and Technology,NSDQ,946.95
REALPAGE INC,RP,Computer and Technology,NSDQ,1460.04
RAPID7 INC,RPD,Computer and Technology,NSDQ,791.6
RAPTOR PHARMACT,RPTP,Medical,NSDQ,1121.89
RPX CORP,RPXC,Business Services,NSDQ,817.35
DONNELLEY (RR),RRD,Business Services,NSDQ,3475.28
RED ROBIN GOURM,RRGB,Retail-Wholesale,NSDQ,1256.19
ROFIN-SINAR,RSTI,Computer and Technology,NSDQ,676.17
RTI SURGICAL,RTIX,Medical,NSDQ,384.32
RETROPHIN INC,RTRX,Medical,NSDQ,1131.45
RUSH ENTRPRS-A,RUSHA,Retail-Wholesale,NSDQ,1019.86
RUSH ENTERPRISE,RUSHB,Retail-Wholesale,NSDQ,926.85
RUTHS HOSPITLTY,RUTH,Retail-Wholesale,NSDQ,586.14
REVANCE THERAP,RVNC,Medical,NSDQ,714.1
IGNYTA INC,RXDX,Medical,NSDQ,394.9
RYANAIR HLDGS,RYAAY,Transportation,NSDQ,20277.71
INCONTACT INC,SAAS,Computer and Technology,NSDQ,415.04
SABRE CORP,SABR,Computer and Technology,NSDQ,7636.13
SANDERSON FARMS,SAFM,Consumer Staples,NSDQ,1597.9
SAFETY INS GRP,SAFT,Finance,NSDQ,849.08
SAGE THERAPEUTC,SAGE,Medical,NSDQ,1858.32
SAIA INC,SAIA,Transportation,NSDQ,1045.87
RETAILMENOT INC,SALE,Computer and Technology,NSDQ,459.7
SANMINA CORP,SANM,Computer and Technology,NSDQ,1688.77
SANDY SPRING,SASR,Finance,NSDQ,654.09
ECHOSTAR CORP,SATS,Computer and Technology,NSDQ,4281.5
SPIRIT AIRLINES,SAVE,Transportation,NSDQ,4307.64
SBA COMM CORP,SBAC,Computer and Technology,NSDQ,15763.61
SEACOAST BKNG A,SBCF,Finance,NSDQ,504.96
SINCLAIR BROADC,SBGI,Consumer Discretionary,NSDQ,2637.17
STAR BULK CARRS,SBLK,Transportation,NSDQ,658.87
SIGNATURE BANK,SBNY,Finance,NSDQ,7344.84
SABRA HEALTHCR,SBRA,Finance,NSDQ,1701.3
SOUTHSIDE BANCS,SBSI,Finance,NSDQ,694.32
STARBUCKS CORP,SBUX,Retail-Wholesale,NSDQ,84896.24
SURGICAL CARE,SCAI,Medical,NSDQ,1486.83
SCHOLASTIC CORP,SCHL,Consumer Staples,NSDQ,1425.08
SCHNITZER STEEL,SCHN,Basic Materials,NSDQ,437.04
SCICLONE PHARMA,SCLN,Medical,NSDQ,450.39
SUCAMPO PHARMAC,SCMP,Medical,NSDQ,1118.51
COMSCORE INC,SCOR,Business Services,NSDQ,2452.91
SCANSOURCE INC,SCSC,Industrial Products,NSDQ,1062.66
SELECT COMFORT,SCSS,Consumer Discretionary,NSDQ,1338.31
SOLARCITY CORP,SCTY,Oils-Energy,NSDQ,5078.54
SHOE CARNIVAL,SCVL,Retail-Wholesale,NSDQ,558.83
SOLAREDGE TECH,SEDG,Oils-Energy,NSDQ,1118.96
SEI INVESTMENTS,SEIC,Finance,NSDQ,9009.43
SUNEDISON SEMI,SEMI,Computer and Technology,NSDQ,537.14
SENECA FOODS-A,SENEA,Consumer Staples,NSDQ,302.48
SERVISFIRST BCS,SFBS,Finance,NSDQ,989.75
SHUTTERFLY INC,SFLY,Computer and Technology,NSDQ,1512.42
SPROUTS FMR MKT,SFM,Retail-Wholesale,NSDQ,3184.58
SIMMONS FIRST A,SFNC,Finance,NSDQ,1351.55
STONEGATE BANK,SGBK,Finance,NSDQ,310.7
SEATTLE GENETIC,SGEN,Medical,NSDQ,5596.43
SANGAMO BIOSCI,SGMO,Medical,NSDQ,537.18
SCIENTIFIC GAME,SGMS,Computer and Technology,NSDQ,1095.96
SAGENT PHARMA,SGNT,Medical,NSDQ,695.21
SYNERGY PHARMAC,SGYP,Medical,NSDQ,858.98
SHENANDOAH TELE,SHEN,Utilities,NSDQ,859.51
SEARS HLDG CP,SHLD,Retail-Wholesale,NSDQ,2600.02
SCHULMAN(A) INC,SHLM,Basic Materials,NSDQ,1037.74
STEVEN MADDEN,SHOO,Consumer Discretionary,NSDQ,2479.02
SHORETEL INC,SHOR,Computer and Technology,NSDQ,488.04
SHIRE PLC-ADR,SHPG,Medical,NSDQ,50007.97
SIGMA ALDRICH,SIAL,Basic Materials,NSDQ,16727.03
SIENTRA INC,SIEN,Medical,NSDQ,351.21
SELECT INS GRP,SIGI,Finance,NSDQ,1765.84
SIGMA DESIGNS,SIGM,Computer and Technology,NSDQ,350.24
SILICON MOTION,SIMO,Computer and Technology,NSDQ,833.56
SINA CORP,SINA,Computer and Technology,NSDQ,2357.16
SIRIUS XM HLDGS,SIRI,Consumer Discretionary,NSDQ,21158.97
SIRONA DENTAL,SIRO,Medical,NSDQ,5639.39
SVB FINL GP,SIVB,Finance,NSDQ,7500.44
6D GLOBAL TECH,SIXD,Business Services,NSDQ,380.12
SKY SOLAR HLDGS,SKYS,Utilities,NSDQ,3654.14
SKYWEST INC,SKYW,Transportation,NSDQ,883.14
SILICON LAB INC,SLAB,Computer and Technology,NSDQ,1886.72
SILGAN HOLDINGS,SLGN,Industrial Products,NSDQ,3246.63
SLM CORP,SLM,Finance,NSDQ,3845.72
SOLAR CAPITAL,SLRC,Finance,NSDQ,780.93
SUPER MICRO COM,SMCI,Computer and Technology,NSDQ,1256.3
STEIN MART INC,SMRT,Retail-Wholesale,NSDQ,463.48
SEMTECH CORP,SMTC,Computer and Technology,NSDQ,1141.39
SUN BANCORP/NJ,SNBC,Finance,NSDQ,385.78
STATE NATL COS,SNC,Finance,NSDQ,467.45
SYNCHRONOSS TEC,SNCR,Computer and Technology,NSDQ,2066.82
SANDISK CORP,SNDK,Computer and Technology,NSDQ,12145.72
SUN HYDRAULICS,SNHY,Industrial Products,NSDQ,872.43
SENOMYX INC,SNMX,Consumer Staples,NSDQ,310.83
SYNOPSYS INC,SNPS,Computer and Technology,NSDQ,7937.35
SODASTREAM INTL,SODA,Consumer Discretionary,NSDQ,351.23
SOHU.COM INC,SOHU,Computer and Technology,NSDQ,1912.98
SONIC CORP,SONC,Retail-Wholesale,NSDQ,1526.97
SONUS NETWORKS,SONS,Computer and Technology,NSDQ,388.26
SP PLUS CORP,SP,Consumer Discretionary,NSDQ,520.84
SILICONWARE-ADR,SPIL,Computer and Technology,NSDQ,3302.96
SPLUNK INC,SPLK,Computer and Technology,NSDQ,8506.93
STAPLES INC,SPLS,Retail-Wholesale,NSDQ,8943.53
SPECTRANETICS,SPNC,Computer and Technology,NSDQ,654.04
SAPIENS INTL NV,SPNS,Computer and Technology,NSDQ,591.61
SPOK HOLDINGS,SPOK,Computer and Technology,NSDQ,354.04
SPECTRUM PHARMA,SPPI,Medical,NSDQ,501.12
SPS COMMERCE,SPSC,Business Services,NSDQ,1204.71
SPARTAN NASH CO,SPTN,Retail-Wholesale,NSDQ,1227.25
SPORTSMANS WRHS,SPWH,Retail-Wholesale,NSDQ,502.37
SUNPOWER CORP-A,SPWR,Oils-Energy,NSDQ,3422.4
SEQUENTIAL BRND,SQBG,Consumer Discretionary,NSDQ,654.05
SQUARE 1 FIN-A,SQBK,Finance,NSDQ,719.36
SCIQUEST INC,SQI,Business Services,NSDQ,331.8
FIRST SOURCE CP,SRCE,Finance,NSDQ,890.8
STERICYCLE INC,SRCL,Business Services,NSDQ,12157.47
SURMODICS,SRDX,Medical,NSDQ,316.82
SERVICESOURCE,SREV,Computer and Technology,NSDQ,485.13
SORRENTO THERAP,SRNE,Medical,NSDQ,661.11
SAREPTA THERAP,SRPT,Medical,NSDQ,1345.99
SEARS CANADA,SRSC,Retail-Wholesale,NSDQ,551.16
SOUTH STATE CP,SSB,Finance,NSDQ,1883.33
SS&C TECHNOLOGS,SSNC,Finance,NSDQ,6565.17
SILVER STD RES,SSRI,Basic Materials,NSDQ,432.03
STRATASYS LTD,SSYS,Computer and Technology,NSDQ,1537.15
STAAR SURGICAL,STAA,Medical,NSDQ,302.27
STUDENT TRANSPT,STB,Transportation,NSDQ,405.24
S&T BANCORP INC,STBA,Finance,NSDQ,1061.07
STATE BANK FINL,STBZ,Finance,NSDQ,718.71
STOCK BUILDING,STCK,Retail-Wholesale,NSDQ,491.31
STATE AUTO FINL,STFC,Finance,NSDQ,965.93
SUNOPTA INC,STKL,Consumer Staples,NSDQ,730.72
STEEL DYNAMICS,STLD,Basic Materials,NSDQ,5065.86
STAMPS.COM INC,STMP,Retail-Wholesale,NSDQ,1381.04
STEINER LEISURE,STNR,Retail-Wholesale,NSDQ,743.71
STRAYER EDUC,STRA,Consumer Discretionary,NSDQ,602.57
STARZ-LIB CAP-A,STRZA,Consumer Discretionary,NSDQ,3443.46
STARZ-LIB CAP-B,STRZB,Consumer Discretionary,NSDQ,3731.28
SEAGATE TECH,STX,Computer and Technology,NSDQ,15589.35
SUFFOLK BCP,SUBK,Finance,NSDQ,336.05
SUPERNUS PHARMA,SUPN,Medical,NSDQ,840.63
SMITH & WESSON,SWHC,Consumer Discretionary,NSDQ,892.18
SIERRA WIRELESS,SWIR,Computer and Technology,NSDQ,713.03
SKYWORKS SOLUTN,SWKS,Computer and Technology,NSDQ,16885.42
STOCK YARDS BCP,SYBT,Finance,NSDQ,545.18
SYKES ENTRP INC,SYKE,Business Services,NSDQ,1093.77
SYMANTEC CORP,SYMC,Computer and Technology,NSDQ,15533.99
SYNAPTICS INC,SYNA,Computer and Technology,NSDQ,2837.64
SYNTEL INC,SYNT,Computer and Technology,NSDQ,3641.11
SYNUTRA INTL,SYUT,Consumer Staples,NSDQ,376.47
DEL TACO RSTRNT,TACO,Retail-Wholesale,NSDQ,561.08
TANTECH HLDGS,TANH,Basic Materials,NSDQ,540
TASER INTL INC,TASR,Industrial Products,NSDQ,1284.94
CARROLS RESTRNT,TAST,Retail-Wholesale,NSDQ,440.54
LIBERTY TAX INC,TAX,Business Services,NSDQ,303.27
BANCORP BNK/THE,TBBK,Finance,NSDQ,308.52
THERAVANCE BIO,TBPH,Medical,NSDQ,402.58
TEXAS CAP BCSHS,TCBI,Finance,NSDQ,2658.42
TRICO BANCSHRS,TCBK,Finance,NSDQ,560.33
TCP CAPITAL CP,TCPC,Finance,NSDQ,742.22
THL CREDIT INC,TCRD,Finance,NSDQ,409.57
TECH DATA CORP,TECD,Retail-Wholesale,NSDQ,2135.87
BIO-TECHNE CP,TECH,Medical,NSDQ,4030.73
TARENA INTL-ADR,TEDU,Business Services,NSDQ,605.35
TERRAFORM POWER,TERP,Utilities,NSDQ,1957.16
TESCO CORP,TESO,Oils-Energy,NSDQ,341.32
FRESH MARKET,TFM,Retail-Wholesale,NSDQ,1444.94
TFS FINANCIAL,TFSL,Finance,NSDQ,5067.47
TECNOGLASS INC,TGLS,Retail-Wholesale,NSDQ,325.62
TG THERAPEUTICS,TGTX,Medical,NSDQ,833.94
FIRST FINL-IND,THFF,Finance,NSDQ,424.04
THRESHOLD PHARM,THLD,Medical,NSDQ,302.46
THORATEC CORP,THOR,Medical,NSDQ,3443.53
GENTHERM INC,THRM,Auto-Tires-Trucks,NSDQ,1793.89
THERAVANCE INC,THRX,Medical,NSDQ,1668.95
TICC CAPITAL CP,TICC,Finance,NSDQ,398.32
INTERFACE INC A,TILE,Consumer Discretionary,NSDQ,1702.78
TITAN MACHINERY,TITN,Retail-Wholesale,NSDQ,303.57
TIVO INC,TIVO,Consumer Discretionary,NSDQ,943.76
TALMER BANCORP,TLMR,Finance,NSDQ,1187.85
TANDEM DIABETES,TNDM,Medical,NSDQ,365.87
TOWNE BANK,TOWN,Finance,NSDQ,921.53
DEALERTRACK HLD,TRAK,Computer and Technology,NSDQ,3408.12
LENDINGTREE INC,TREE,Finance,NSDQ,1393.96
TRINITY BIOTECH,TRIB,Medical,NSDQ,384.24
TRIPADVISOR INC,TRIP,Retail-Wholesale,NSDQ,10709.21
TRIMBLE NAVIGAT,TRMB,Computer and Technology,NSDQ,5111.32
TRUSTMARK CP,TRMK,Finance,NSDQ,1625.42
TORNIER NV,TRNX,Medical,NSDQ,1167.08
T ROWE PRICE,TROW,Finance,NSDQ,19431.19
TRIMAS CORP,TRS,Industrial Products,NSDQ,775.38
TRUSTCO BK -NY,TRST,Finance,NSDQ,586.5
TRUECAR INC,TRUE,Computer and Technology,NSDQ,471.99
TRISTATE CP HLD,TSC,Finance,NSDQ,352.25
TRACTOR SUPPLY,TSCO,Retail-Wholesale,NSDQ,12510.36
TOWER SEMICOND,TSEM,Computer and Technology,NSDQ,1074.53
TESLA MOTORS,TSLA,Auto-Tires-Trucks,NSDQ,30654.23
TESSERA TEC INC,TSRA,Computer and Technology,NSDQ,1943.07
TESARO INC,TSRO,Medical,NSDQ,2036.45
TELETECH HLDGS,TTEC,Business Services,NSDQ,1351.59
TETRA TECH NEW,TTEK,Industrial Products,NSDQ,1583.47
TECHTARGET,TTGT,Computer and Technology,NSDQ,331.51
TTM TECHNOLOGIE,TTMI,Computer and Technology,NSDQ,759.63
TETRAPHASE PHAR,TTPH,Medical,NSDQ,1548.53
TILE SHOP HLDGS,TTS,Retail-Wholesale,NSDQ,712.83
TAKE-TWO INTER,TTWO,Consumer Discretionary,NSDQ,2686.94
TUBEMOGUL INC,TUBE,Business Services,NSDQ,450.55
TUESDAY MORNING,TUES,Retail-Wholesale,NSDQ,426.91
TOWERS WATSON,TW,Business Services,NSDQ,8762.99
2U INC,TWOU,Computer and Technology,NSDQ,1583.58
TEXAS INSTRS,TXN,Computer and Technology,NSDQ,51647.74
TEXAS ROADHOUSE,TXRH,Retail-Wholesale,NSDQ,2715.22
MONOTYPE IMAGNG,TYPE,Computer and Technology,NSDQ,954.87
UNIVL TRUCKLOAD,UACL,Transportation,NSDQ,592.4
UNITED FIN BCP,UBNK,Finance,NSDQ,659.8
UBIQUITI NETWRK,UBNT,Computer and Technology,NSDQ,2784.35
UNION BANKSHARS,UBSH,Finance,NSDQ,1099.4
UTD BANKSHARES,UBSI,Finance,NSDQ,2783.93
UTD CMNTY BK/GA,UCBI,Finance,NSDQ,1299.16
UTD DEVELOPMENT,UDF,Finance,NSDQ,537.1
UNIVL ELECTRS,UEIC,Computer and Technology,NSDQ,767.71
NET 1 UEPS TECH,UEPS,Industrial Products,NSDQ,915.83
UNITED FIRE GRP,UFCS,Finance,NSDQ,915.15
UNIVL FST PRODS,UFPI,Construction,NSDQ,1244.62
AMERCO INC,UHAL,Transportation,NSDQ,7204.18
ULTA SALON COSM,ULTA,Retail-Wholesale,NSDQ,10637.63
ULTIMATE SOFTWR,ULTI,Computer and Technology,NSDQ,5293.59
UMB FINL CORP,UMBF,Finance,NSDQ,2691.45
UMPQUA HLDGS CP,UMPQ,Finance,NSDQ,3832.87
