Company Name,Ticker,Sector,Market Cap,Exchange
HOSPITALITY PRP,HPT,Finance,4007.39,NYSE
HEARTLAND PAYMT,HPY,Business Services,2326.67,NYSE
TEKLA HEALTHCR,HQH,Finance,1305.61,NYSE
TEKLA LIFE SCI,HQL,Finance,558.38,NYSE
HEALTHCARE RLTY,HR,Finance,2447.56,NYSE
BLOCK H & R,HRB,Consumer Discretionary,9774.96,NYSE
HILL-ROM HLDGS,HRC,Medical,2997.88,NYSE
HRG GROUP INC,HRG,Consumer Staples,2708.3,NYSE
HORMEL FOODS CP,HRL,Consumer Staples,15904.75,NYSE
HARRIS CORP,HRS,Computer and Technology,10081.4,NYSE
HERITAGE INSUR,HRTG,Finance,604.19,NYSE
HSBC HOLDINGS,HSBC,Finance,177794.39,NYSE
HARSCO CORP,HSC,Industrial Products,909.79,NYSE
HOSPIRA INC,HSP,Medical,15484.51,NYSE
HOST HOTEL&RSRT,HST,Finance,14248.8,NYSE
HERSHEY CO/THE,HSY,Consumer Staples,19655,NYSE
HERSHA HOSPTLY,HT,Finance,1231.03,NYSE
HEALTHCARE TRST,HTA,Finance,3198.87,NYSE
HERCULES TECH,HTGC,Finance,863.76,NYSE
HILLTOP HLDGS,HTH,Finance,2092.86,NYSE
BROOKFIELD TRF,HTR,Finance,317.89,NYSE
HATTERAS FIN CP,HTS,Finance,1549.42,NYSE
HERTZ GLBL HLDG,HTZ,Business Services,7312.11,NYSE
HUBBELL INC A,HUB.A,Utilities,5780.83,NYSE
HUBBELL INC -B,HUB.B,Industrial Products,6012.9,NYSE
HUBSPOT INC,HUBS,Computer and Technology,1642.8,NYSE
HUMANA INC NEW,HUM,Medical,27265.91,NYSE
HUNTSMAN CORP,HUN,Basic Materials,4256,NYSE
HAVERTY FURNIT,HVT,Retail-Wholesale,501.65,NYSE
HEADWATERS INC,HW,Construction,1524.33,NYSE
HEXCEL CORP,HXL,Aerospace,5051.88,NYSE
HYSTER-YALE MAT,HY,Industrial Products,817.52,NYSE
HALYARD HEALTH,HYH,Medical,1505.9,NYSE
MARINEMAX INC,HZO,Retail-Wholesale,424.22,NYSE
INTELSAT SA,I,Computer and Technology,1067.64,NYSE
IAMGOLD CORP,IAG,Basic Materials,610.48,NYSE
IND BACHOCO-ADR,IBA,Consumer Staples,2886.5,NYSE
INTL BUS MACH,IBM,Computer and Technology,151944.69,NYSE
ICICI BANK LTD,IBN,Finance,29429.88,NYSE
INSTALLED BUILD,IBP,Construction,862.88,NYSE
EMPRESAS ICA,ICA,Construction,391.04,NYSE
INTERCONTNTLEXC,ICE,Finance,26408.3,NYSE
ISRAEL CHEM LTD,ICL,Basic Materials,8211.74,NYSE
IDACORP INC,IDA,Utilities,3116.11,NYSE
IDT CORP-CL B,IDT,Utilities,414.35,NYSE
IDEX CORP,IEX,Industrial Products,5743.26,NYSE
INTL F & F,IFF,Basic Materials,9405.42,NYSE
INDIA FUND INC,IFN,Finance,819.23,NYSE
INTL GAME NEW,IGT,Consumer Discretionary,3723.67,NYSE
INTERCONTL HTLS,IHG,Consumer Discretionary,9567.46,NYSE
IHS INC-A,IHS,Business Services,8440.59,NYSE
MORG STAN INDIA,IIF,Finance,450.33,NYSE
INV-VLU MU INCM,IIM,Finance,709.73,NYSE
INTRALINKS HLDG,IL,Computer and Technology,655.11,NYSE
INGRAM MICRO,IM,Retail-Wholesale,4133.96,NYSE
IMAX CORP,IMAX,Consumer Discretionary,2574.98,NYSE
IMPRIVATA INC,IMPR,Computer and Technology,391.21,NYSE
IMPERVA INC,IMPV,Computer and Technology,2103.24,NYSE
IMS HEALTH HLDG,IMS,Computer and Technology,10000.97,NYSE
INFOSYS LTD,INFY,Computer and Technology,40066.75,NYSE
ING GROEP-ADR,ING,Finance,62803.83,NYSE
INGREDION INC,INGR,Consumer Staples,6443.37,NYSE
SUMMIT HOTEL PR,INN,Finance,1067.7,NYSE
WORLD FUEL SVCS,INT,Oils-Energy,2909.88,NYSE
INVENSENSE INC,INVN,Computer and Technology,1020.74,NYSE
INTERXION HLDG,INXN,Computer and Technology,2015.12,NYSE
INTEROIL CORP,IOC,Oils-Energy,2159.63,NYSE
INTL PAPER,IP,Basic Materials,20103.05,NYSE
INTERPUBLIC GRP,IPG,Business Services,8577.38,NYSE
INPHI CORP,IPHI,Computer and Technology,861.64,NYSE
INTREPID POTASH,IPI,Basic Materials,626.12,NYSE
INV-QUALITY MU,IQI,Finance,634.08,NYSE
INGERSOLL RAND,IR,Industrial Products,15987.52,NYSE
INLAND RE CORP,IRC,Finance,964.2,NYSE
INVESTORS RL ES,IRET,Finance,898.72,NYSE
IRON MOUNTAIN,IRM,Business Services,6170.88,NYSE
IRSA INV Y REPR,IRS,Finance,1002.27,NYSE
GARTNER INC -A,IT,Business Services,7457.17,NYSE
ITC HOLDINGS CP,ITC,Utilities,5399.46,NYSE
INVEST TECH-NEW,ITG,Finance,580.51,NYSE
ITT CORP,ITT,Conglomerates,3398.09,NYSE
BANCO ITAU -ADR,ITUB,Finance,47886.46,NYSE
ILL TOOL WORKS,ITW,Industrial Products,32691.75,NYSE
INVACARE CORP,IVC,Medical,533.36,NYSE
INVESCO MORTGAG,IVR,Finance,1711.56,NYSE
INVESCO LTD,IVZ,Finance,16381.35,NYSE
ORIX CORP-ADR,IX,Finance,19542.12,NYSE
JARDEN CORP,JAH,Consumer Discretionary,11617.35,NYSE
JABIL CIRCUIT,JBL,Computer and Technology,3818.43,NYSE
JOHN BEAN TECH,JBT,Industrial Products,1069.52,NYSE
JOHNSON CONTROL,JCI,Auto-Tires-Trucks,30355.34,NYSE
PENNEY (JC) INC,JCP,Retail-Wholesale,2516.73,NYSE
JUST ENERGY GRP,JE,Utilities,784.09,NYSE
JACOBS ENGIN GR,JEC,Construction,5351.83,NYSE
JAMES HARDI-ADR,JHX,Construction,6067.44,NYSE
JINKOSOLAR HLDG,JKS,Oils-Energy,708.99,NYSE
JONES LANG LASL,JLL,Finance,7962.61,NYSE
JUMEI INTL-ADR,JMEI,Retail-Wholesale,2626.76,NYSE
JOHNSON & JOHNS,JNJ,Medical,273726.13,NYSE
JUNIPER NETWRKS,JNPR,Computer and Technology,11079.13,NYSE
JANUS CAP GRP,JNS,Finance,3030.77,NYSE
ST JOE CO,JOE,Finance,1452.24,NYSE
JAPAN SMALL CAP,JOF,Finance,305.44,NYSE
JONES ENERGY-A,JONE,Oils-Energy,347.48,NYSE
JOY GLOBAL INC,JOY,Industrial Products,2411.99,NYSE
JUPAI HOLDINGS,JP,Finance,291.05,NYSE
JPMORGAN CHASE,JPM,Finance,251653.47,NYSE
WILEY (JOHN) A,JW.A,Consumer Staples,3031.39,NYSE
WILEY (JOHN)-B,JW.B,Consumer Staples,3009.03,NYSE
NORDSTROM INC,JWN,Retail-Wholesale,14272.9,NYSE
KELLOGG CO,K,Consumer Staples,24321.73,NYSE
KADANT INC,KAI,Industrial Products,504.87,NYSE
KAMAN CORP  A,KAMN,Industrial Products,1075.59,NYSE
KAR AUCTION SVC,KAR,Retail-Wholesale,5523.05,NYSE
KATE SPADE&CO,KATE,Retail-Wholesale,2628.44,NYSE
KB FINL GRP-ADR,KB,Finance,12262.81,NYSE
KB HOME,KBH,Construction,1386.7,NYSE
KBR INC,KBR,Construction,2638.64,NYSE
KCG HOLDINGS,KCG,Finance,1194.33,NYSE
KENON HOLDINGS,KEN,Utilities,872.89,NYSE
KOREA ELEC PWR,KEP,Utilities,27848.4,NYSE
KIRBY CORP,KEX,Transportation,3944.35,NYSE
KEYCORP NEW,KEY,Finance,12310.21,NYSE
KEYSIGHT TECH,KEYS,Computer and Technology,5056.43,NYSE
KOREA FUND,KF,Finance,300.53,NYSE
KORN/FERRY INTL,KFY,Business Services,1708.16,NYSE
KINROSS GOLD,KGC,Basic Materials,2132.12,NYSE
KIMCO REALTY CO,KIM,Finance,10291.19,NYSE
KING DIGITL ENT,KING,Computer and Technology,4945.29,NYSE
KRISPY KREME,KKD,Retail-Wholesale,1121.66,NYSE
KKR & CO LP,KKR,Finance,10163.93,NYSE
KIMBERLY CLARK,KMB,Consumer Staples,42514.54,NYSE
KINDER MORGAN,KMI,Oils-Energy,70448.85,NYSE
KEMPER CORP,KMPR,Finance,1947.14,NYSE
KENNAMETAL INC,KMT,Industrial Products,2462.31,NYSE
CARMAX GP (CC),KMX,Retail-Wholesale,12929.81,NYSE
KNOWLES CORP,KN,Computer and Technology,1541.36,NYSE
KINDRED HLTHCR,KND,Medical,1911.1,NYSE
KNOLL INC,KNL,Business Services,1168.4,NYSE
KNOT OFFSHOR LP,KNOP,Transportation,282.12,NYSE
KNIGHT TRANSN,KNX,Transportation,2191.86,NYSE
COCA COLA CO,KO,Consumer Staples,181699.67,NYSE
EASTMAN KODAK,KODK,Computer and Technology,621.51,NYSE
COCA-COLA FEMSA,KOF,Consumer Staples,15629.67,NYSE
KOPPERS HOLDNGS,KOP,Basic Materials,435.53,NYSE
MICHAEL KORS,KORS,Consumer Discretionary,8720.3,NYSE
KOSMOS ENERGY,KOS,Oils-Energy,2661.49,NYSE
KROGER CO,KR,Retail-Wholesale,36739.25,NYSE
KRATON PERFORM,KRA,Basic Materials,690.01,NYSE
KILROY REALTY,KRC,Finance,6648.12,NYSE
KITE REALTY GRP,KRG,Finance,2152.39,NYSE
KRONOS WORLDWD,KRO,Basic Materials,1137.87,NYSE
KAPSTONE PAPER,KS,Basic Materials,2207.22,NYSE
KOHLS CORP,KSS,Retail-Wholesale,11876.52,NYSE
KANSAS CITY SOU,KSU,Transportation,10594.56,NYSE
KT CORP,KT,Computer and Technology,6253.8,NYSE
DEUTS MUN INC,KTF,Finance,497.59,NYSE
KENNEDY-WILSON,KW,Finance,2822.48,NYSE
QUAKER CHEMICAL,KWR,Basic Materials,1207.4,NYSE
KYOCERA CP ADR,KYO,Computer and Technology,19135.52,NYSE
LOEWS CORP,L,Finance,13870.86,NYSE
LITHIA MOTORS,LAD,Retail-Wholesale,3067.92,NYSE
LADDER CAP CP-A,LADR,Finance,831.97,NYSE
LAZARD LTD,LAZ,Finance,6982.71,NYSE
L BRANDS INC,LB,Retail-Wholesale,23841.78,NYSE
LENDINGCLUB CP,LC,Computer and Technology,5182.61,NYSE
LANNETT INC,LCI,Medical,1986.12,NYSE
LYDALL INC,LDL,Conglomerates,485.1,NYSE
LEIDOS HOLDINGS,LDOS,Aerospace,3306.68,NYSE
LANDAUER INC,LDR,Industrial Products,335.84,NYSE
LEAR CORPORATN,LEA,Auto-Tires-Trucks,8097.96,NYSE
SPRINGLEAF HLDG,LEAF,Finance,6350.24,NYSE
LEGGETT & PLATT,LEG,Consumer Discretionary,6499.37,NYSE
LEJU HOLDINGS,LEJU,Finance,934.77,NYSE
LENNAR CORP -A,LEN,Construction,10245.58,NYSE
LENNAR CORP -B,LEN.B,Construction,10492.56,NYSE
DREYFUS ST MUNI,LEO,Finance,500.36,NYSE
CHINA LIFE INS,LFC,Finance,103957.58,NYSE
LATAM AIRLINES,LFL,Transportation,3295.11,NYSE
LACLEDE GRP INC,LG,Utilities,2328.83,NYSE
LIONS GATE ETMT,LGF,Consumer Discretionary,5577.45,NYSE
LABORATORY CP,LH,Medical,12548.84,NYSE
LASALLE HTL PRP,LHO,Finance,3637.75,NYSE
LENNOX INTL INC,LII,Construction,5356.2,NYSE
LUMBER LIQUIDAT,LL,Retail-Wholesale,326.65,NYSE
L-3 COMM HLDGS,LLL,Aerospace,9493.64,NYSE
LILLY ELI & CO,LLY,Medical,91199.66,NYSE
LEGG MASON INC,LM,Finance,5299.44,NYSE
LOCKHEED MARTIN,LMT,Aerospace,64929.76,NYSE
LINCOLN NATL-IN,LNC,Finance,13990.57,NYSE
LINKEDIN CORP-A,LNKD,Computer and Technology,24772.31,NYSE
LINDSAY CORP,LNN,Industrial Products,971.05,NYSE
ALLIANT ENGY CP,LNT,Utilities,6859.96,NYSE
LIFELOCK INC,LOCK,Business Services,712.49,NYSE
LOWES COS,LOW,Retail-Wholesale,64849.66,NYSE
DORIAN LPG LTD,LPG,Transportation,804.67,NYSE
LAREDO PETROLM,LPI,Oils-Energy,1713.16,NYSE
LG DISPLAY-ADR,LPL,Computer and Technology,7048.97,NYSE
LIBERTY PPTY TR,LPT,Finance,5029.37,NYSE
LOUISIANA PAC,LPX,Construction,2262.81,NYSE
LA QUINTA HLDGS,LQ,Consumer Discretionary,2671.94,NYSE
K12 INC,LRN,Consumer Discretionary,545.58,NYSE
LTC PROPERTIES,LTC,Finance,1538.21,NYSE
LEUCADIA NATL,LUK,Conglomerates,8484.49,NYSE
SOUTHWEST AIR,LUV,Transportation,24778.6,NYSE
LUXOTTICA ADR,LUX,Medical,35106.44,NYSE
LEVEL 3 COMM,LVLT,Computer and Technology,17269.73,NYSE
LAS VEGAS SANDS,LVS,Consumer Discretionary,45362.52,NYSE
LUXFER HOLDINGS,LXFR,Industrial Products,323.46,NYSE
LUXOFT HOLDING,LXFT,Computer and Technology,1966.46,NYSE
LEXMARK INTL,LXK,Computer and Technology,1996.75,NYSE
LEXINGTON PPTY,LXP,Finance,2064.48,NYSE
LSB INDS INC,LXU,Conglomerates,523.09,NYSE
LYONDELLBASEL-A,LYB,Basic Materials,40526.46,NYSE
LLOYDS BANK GRP,LYG,Finance,91715.25,NYSE
LIVE NATION ENT,LYV,Consumer Discretionary,5080.14,NYSE
LA-Z-BOY INC,LZB,Consumer Discretionary,1248.86,NYSE
MACYS INC,M,Retail-Wholesale,22505.83,NYSE
MASTERCARD INC,MA,Business Services,110685.51,NYSE
MID-AMER APT CM,MAA,Finance,6120.45,NYSE
MACERICH CO,MAC,Finance,12717.93,NYSE
MAIN STREET CAP,MAIN,Finance,1454.48,NYSE
MANPOWER INC WI,MAN,Business Services,6983.15,NYSE
MANCHESTER UTD,MANU,Consumer Discretionary,731.07,NYSE
MASCO,MAS,Construction,9228.18,NYSE
MATSON INC,MATX,Transportation,1748.59,NYSE
MBIA INC,MBI,Finance,1086.38,NYSE
MOBILEYE NV,MBLY,Computer and Technology,12808.84,NYSE
MOBILE TELE-ADR,MBT,Computer and Technology,6560.88,NYSE
MOELIS & CO,MC,Finance,589.26,NYSE
BR-MUNIYLD CA I,MCA,Finance,507.01,NYSE
MEDLEY CAPITAL,MCC,Finance,495.11,NYSE
MCDONALDS CORP,MCD,Retail-Wholesale,94816.3,NYSE
BABSON CAP CORP,MCI,Finance,316.01,NYSE
MCKESSON CORP,MCK,Medical,50231.59,NYSE
MOODYS CORP,MCO,Finance,21994.94,NYSE
MILACRON HLDGS,MCRN,Industrial Products,1029.42,NYSE
MARCUS CORP,MCS,Consumer Discretionary,551.9,NYSE
MERCURY GENL CP,MCY,Finance,3017.47,NYSE
MEDNAX INC,MD,Medical,7936.5,NYSE
MDC HLDGS,MDC,Construction,1397.14,NYSE
MEREDITH CORP,MDP,Consumer Staples,2032.72,NYSE
MCDERMOTT INTL,MDR,Oils-Energy,1068.95,NYSE
MEDTRONIC,MDT,Medical,109738.88,NYSE
MDU RESOURCES,MDU,Utilities,3334.48,NYSE
MEDIFAST INC,MED,Consumer Staples,342.9,NYSE
MEDIA GENERAL,MEG,Consumer Discretionary,1792.99,NYSE
METHODE ELECT-A,MEI,Computer and Technology,1032.9,NYSE
METLIFE INC,MET,Finance,61334.66,NYSE
MFA FINANCIAL,MFA,Finance,2722.37,NYSE
MANULIFE FINL,MFC,Finance,34534.1,NYSE
MIZUHO FINL-ADR,MFG,Finance,52734.82,NYSE
BR-MUNIHLD INSR,MFL,Finance,536.87,NYSE
MFS MUNI INC TR,MFM,Finance,258.66,NYSE
MISTRAS GROUP,MG,Computer and Technology,432.54,NYSE
MAGNA INTL CL A,MGA,Auto-Tires-Trucks,22315.71,NYSE
MGM RESORTS INT,MGM,Consumer Discretionary,12499.53,NYSE
MCGRAW HILL FIN,MHFI,Business Services,27446.2,NYSE
MARINE HARV-ADR,MHG,Consumer Staples,2781.53,NYSE
MOHAWK INDS INC,MHK,Consumer Discretionary,14899.6,NYSE
BR-MUNIHLD NY I,MHN,Finance,433,NYSE
M/I HOMES INC,MHO,Construction,591.97,NYSE
MACQUARIE INFRA,MIC,Conglomerates,6077.49,NYSE
MFS INTERMED,MIN,Finance,542.46,NYSE
AG MORTGAGE INV,MITT,Finance,487.16,NYSE
MEAD JOHNSON NU,MJN,Consumer Staples,17873.47,NYSE
MCCORMICK & CO,MKC,Consumer Staples,10686.62,NYSE
MARKEL CORP,MKL,Finance,12113.91,NYSE
MUELLER INDS,MLI,Industrial Products,1807.06,NYSE
MARTIN MRT-MATL,MLM,Construction,11308.47,NYSE
MARSH &MCLENNAN,MMC,Finance,30638.89,NYSE
MARCUS&MILLICHP,MMI,Finance,1834.32,NYSE
3M CO,MMM,Conglomerates,93018.28,NYSE
MAGELLAN MDSTRM,MMP,Oils-Energy,14568.91,NYSE
MAXIMUS INC,MMS,Business Services,3930.46,NYSE
MFS MULTI INC,MMT,Finance,464.93,NYSE
WESTN AST MGD M,MMU,Finance,599.96,NYSE
MALLINCKRODT PL,MNK,Medical,11741.95,NYSE
MONMOUTH RE CLA,MNR,Finance,571.1,NYSE
ALTRIA GROUP,MO,Consumer Staples,108798.97,NYSE
MODINE MANUFACT,MOD,Auto-Tires-Trucks,469.33,NYSE
MODEL N INC,MODN,Computer and Technology,290.83,NYSE
MOOG INC  A,MOG.A,Aerospace,2499.05,NYSE
MOOG INC B,MOG.B,Aerospace,2512.22,NYSE
MOLINA HLTHCR,MOH,Medical,4240.08,NYSE
MONSANTO CO-NEW,MON,Basic Materials,47368.29,NYSE
MONOGRAM REIT,MORE,Finance,1593.56,NYSE
MOSAIC CO/THE,MOS,Basic Materials,16211.51,NYSE
MOVADO GRP INC,MOV,Retail-Wholesale,582.31,NYSE
MARATHON PETROL,MPC,Oils-Energy,27435.15,NYSE
METALDYNE PERFM,MPG,Auto-Tires-Trucks,1381.83,NYSE
MPLX LP,MPLX,Oils-Energy,2004.39,NYSE
MEDICAL PPTYS,MPW,Finance,2538.33,NYSE
MARINE PRODUCTS,MPX,Consumer Discretionary,263.31,NYSE
BR-MUNIYLD QFII,MQT,Finance,286.26,NYSE
BR-MUNIYLD QLTY,MQY,Finance,473.96,NYSE
MINDRAY MEDICAL,MR,Medical,3233.2,NYSE
MRC GLOBAL INC,MRC,Industrial Products,1229.21,NYSE
MERCK & CO INC,MRK,Medical,163778.13,NYSE
MARATHON OIL CP,MRO,Oils-Energy,12419.15,NYSE
MORGAN STANLEY,MS,Finance,75361.59,NYSE
MSA SAFETY INC,MSA,Industrial Products,1811.1,NYSE
MSCI INC-A,MSCI,Computer and Technology,7261.69,NYSE
MADISON SQUARE,MSG,Consumer Discretionary,5960.49,NYSE
MOTOROLA SOLUTN,MSI,Computer and Technology,13540.37,NYSE
MSC INDL DIRECT,MSM,Industrial Products,4304.27,NYSE
MARTHA STWT LIV,MSO,Consumer Staples,339.17,NYSE
ARCELOR MITTAL,MT,Basic Materials,15687.99,NYSE
M&T BANK CORP,MTB,Finance,17405.36,NYSE
METTLER-TOLEDO,MTD,Computer and Technology,9122.11,NYSE
MATADOR RESOURC,MTDR,Oils-Energy,1836.31,NYSE
MGIC INVSTMT CP,MTG,Finance,3651.12,NYSE
MERITAGE HOMES,MTH,Construction,1684.01,NYSE
MECHEL OAO ADS,MTL,Basic Materials,369.07,NYSE
VAIL RESORTS,MTN,Consumer Discretionary,3976.55,NYSE
MERITOR INC,MTOR,Auto-Tires-Trucks,1333.38,NYSE
MATERION CORP,MTRN,Basic Materials,606.57,NYSE
MITSUBISHI-UFJ,MTU,Finance,99856.09,NYSE
MANITOWOC INC,MTW,Industrial Products,2266.85,NYSE
MINERAL TECH,MTX,Basic Materials,2104.7,NYSE
MASTEC INC,MTZ,Construction,1317.36,NYSE
BR-MUNIASSET FD,MUA,Finance,490.41,NYSE
BR-MUNIHLD CA,MUC,Finance,591.25,NYSE
BR-MUNIHLD NJ,MUJ,Finance,410.4,NYSE
MURPHY OIL,MUR,Oils-Energy,5748.4,NYSE
MURPHY USA INC,MUSA,Oils-Energy,2253.64,NYSE
BR-MUNIVST FD 2,MVT,Finance,321.61,NYSE
MENS WEARHOUSE,MW,Retail-Wholesale,2752.05,NYSE
MUELLER WATER,MWA,Industrial Products,1410.29,NYSE
MARKWEST EGY PT,MWE,Oils-Energy,10257.97,NYSE
MONSTER WWD INC,MWW,Computer and Technology,644.85,NYSE
MAGNACHIP SEMI,MX,Computer and Technology,317.57,NYSE
MEXICO FUND,MXF,Finance,288.35,NYSE
MAXLINEAR INC-A,MXL,Computer and Technology,426.29,NYSE
CHINA MING YANG,MY,Oils-Energy,356.46,NYSE
BR-MUNIYLD CA F,MYC,Finance,332.37,NYSE
CLUBCORP HLDGS,MYCC,Consumer Discretionary,1452.86,NYSE
BR-MUNIYLD FD I,MYD,Finance,664.67,NYSE
MYERS INDS,MYE,Industrial Products,458.46,NYSE
BR-MUNIYLD INSD,MYI,Finance,952.1,NYSE
BR-MUNIYLD NY I,MYN,Finance,516.73,NYSE
NETSUITE INC,N,Computer and Technology,7399.47,NYSE
NORDIC AMERICAN,NAT,Transportation,1326.14,NYSE
NAVISTAR INTL,NAV,Auto-Tires-Trucks,1365.14,NYSE
NATL BK GR-ADR,NBG,Finance,2685.19,NYSE
NATIONAL BK HLD,NBHC,Finance,741.02,NYSE
NOBLE ENERGY,NBL,Oils-Energy,14033.11,NYSE
NABORS IND,NBR,Oils-Energy,3799.12,NYSE
NACCO INDS-CL A,NC,Consumer Discretionary,369.15,NYSE
NUVEEN CA MUN V,NCA,Finance,257.9,NYSE
NAVIGANT CONSLT,NCI,Business Services,737.09,NYSE
NCR CORP-NEW,NCR,Computer and Technology,4584.6,NYSE
NCI BLDG SYSTEM,NCS,Construction,904.89,NYSE
NEWCASTLE INV,NCT,Finance,306.22,NYSE
NOBLE CORP PLC,NE,Oils-Energy,2935.01,NYSE
NEXTERA ENERGY,NEE,Utilities,48374.91,NYSE
NEWMONT MINING,NEM,Basic Materials,8538.95,NYSE
NEXTERA ENERGY,NEP,Oils-Energy,643.26,NYSE
NEWMARKET CORP,NEU,Basic Materials,4845.73,NYSE
NEW MEDIA INV,NEWM,Consumer Staples,704.99,NYSE
NEW RELIC INC,NEWR,Computer and Technology,1781.6,NYSE
NATL FUEL GAS,NFG,Utilities,4516.47,NYSE
NEWFIELD EXPL,NFX,Oils-Energy,5572.68,NYSE
NATL GRID -ADR,NGG,Utilities,50057.44,NYSE
NGL ENERGY PART,NGL,Oils-Energy,2590.17,NYSE
TARGA RESOURCES,NGLS,Oils-Energy,5823.45,NYSE
NATURAL GAS SVC,NGS,Oils-Energy,259.01,NYSE
NATURAL GROCERS,NGVC,Retail-Wholesale,566.55,NYSE
NATL HEALTH INV,NHI,Finance,2391.08,NYSE
NISOURCE INC,NI,Utilities,5375,NYSE
NUVEEN MUNI OPP,NIO,Finance,1344.29,NYSE
NIDEC CORP-ADR,NJ,Computer and Technology,26209.42,NYSE
NJ RESOURCES,NJR,Utilities,2448.04,NYSE
NIKE INC-B,NKE,Consumer Discretionary,97946.36,NYSE
NL INDS INC,NL,Basic Materials,295.51,NYSE
NAUTILUS INC,NLS,Retail-Wholesale,520.33,NYSE
NIELSEN NV,NLSN,Business Services,17040.65,NYSE
ANNALY CAP MGMT,NLY,Finance,9552.92,NYSE
NAVIOS MARI HLD,NM,Transportation,385.46,NYSE
NUVEEN MUN ADVA,NMA,Finance,581.61,NYSE
NIMBLE STORAGE,NMBL,Computer and Technology,2029.4,NYSE
NEW MOUNTN FIN,NMFC,Finance,859.52,NYSE
NAVIOS MARIT LP,NMM,Transportation,827.48,NYSE
NUVEEN MUN MKT,NMO,Finance,604.16,NYSE
NOMURA HLDG-ADR,NMR,Finance,25192.06,NYSE
NUVEEN MD PREM,NMY,Finance,296.25,NYSE
NAVIOS MARI ACQ,NNA,Transportation,624.86,NYSE
NELNET INC CL-A,NNI,Finance,1885.59,NYSE
NATL RETAIL PPT,NNN,Finance,4963.34,NYSE
NOAH HLDGS LTD,NOAH,Finance,1362.11,NYSE
NORTHROP GRUMMN,NOC,Aerospace,32353.4,NYSE
NOKIA CP-ADR A,NOK,Computer and Technology,24938.07,NYSE
NORD ANGLIA EDU,NORD,Consumer Discretionary,2594.53,NYSE
NATL OILWELL VR,NOV,Oils-Energy,15357.31,NYSE
SERVICENOW INC,NOW,Computer and Technology,11816.83,NYSE
NEENAH PAPER,NP,Basic Materials,1021.4,NYSE
NUVEEN PREMIER,NPF,Finance,261.54,NYSE
NUVEEN PREM INC,NPI,Finance,851.36,NYSE
NATL PRESTO IND,NPK,Conglomerates,552.38,NYSE
NUVEEN PREM MF2,NPM,Finance,952.94,NYSE
ENPRO INDUS INC,NPO,Industrial Products,1148.23,NYSE
NUVEEN PERFORM,NPP,Finance,840.35,NYSE
NUVEEN PREM MF4,NPT,Finance,569.89,NYSE
NETQIN MOBILE,NQ,Computer and Technology,274.47,NYSE
NUVEEN QUA MUNI,NQI,Finance,493.85,NYSE
NUVEEN INVT QUA,NQM,Finance,615.74,NYSE
NUVEEN PA INVT,NQP,Finance,503.8,NYSE
NUVEEN SL Q MUN,NQS,Finance,474.09,NYSE
NUVEEN QUAL INC,NQU,Finance,738.47,NYSE
NEWPARK RESOUR,NR,Oils-Energy,589.87,NYSE
NORTHSTAR RLTY,NRF,Finance,5404.02,NYSE
NRG ENERGY INC,NRG,Utilities,6536.5,NYSE
NATURAL RSRC LP,NRP,Oils-Energy,310.64,NYSE
NEW RESID INV,NRZ,Finance,3331.89,NYSE
NUSTAR ENERGY,NS,Oils-Energy,3883.4,NYSE
NATL STORAGE,NSA,Finance,280.83,NYSE
NORTHSTAR ASSET,NSAM,Finance,3638.38,NYSE
NORFOLK SOUTHRN,NSC,Transportation,24445.5,NYSE
NUSTAR GP HLDGS,NSH,Oils-Energy,1344.5,NYSE
NATIONSTAR MTGE,NSM,Finance,1902.79,NYSE
INSPERITY INC,NSP,Business Services,1197.23,NYSE
NEUSTAR INC -A,NSR,Computer and Technology,1636.32,NYSE
NORTHERN TIER,NTI,Oils-Energy,2431.3,NYSE
NORTEL INV-ADR,NTL,Utilities,2326.96,NYSE
NIPPON TELE-ADR,NTT,Utilities,89753.59,NYSE
NUCOR CORP,NUE,Basic Materials,14405.75,NYSE
NUVEEN MICH QUA,NUM,Finance,277.08,NYSE
NUVEEN OHIO QUA,NUO,Finance,268.75,NYSE
NU SKIN ENTERP,NUS,Consumer Staples,2769.09,NYSE
NUVEEN MUN VALU,NUV,Finance,1990.48,NYSE
NAVIGATOR HLDGS,NVGS,Transportation,920.69,NYSE
NOVO-NORDISK AS,NVO,Medical,152825.5,NYSE
NVR INC,NVR,Construction,5980.23,NYSE
NEVRO CORP,NVRO,Medical,1388.5,NYSE
NOVARTIS AG-ADR,NVS,Medical,246857.58,NYSE
INVITAE CORP,NVTA,Medical,320.1,NYSE
NORTHWESTERN CP,NWE,Utilities,2564.99,NYSE
NEWELL RUBBERMD,NWL,Consumer Staples,11618.59,NYSE
NORTHWEST NAT G,NWN,Utilities,1199.1,NYSE
QUANEX BLDG PRD,NX,Construction,663.19,NYSE
NEXPOINT REIT,NXRT,Finance,263.07,NYSE
NEW YORK CMNTY,NYCB,Finance,8086.93,NYSE
NRG YIELD INC-C,NYLD,Utilities,1000.78,NYSE
NEW YORK REIT,NYRT,Finance,1644.13,NYSE
NY TIMES  A,NYT,Consumer Staples,2190.09,NYSE
REALTY INCOME,O,Finance,11146.88,NYSE
ORBITAL ATK INC,OA,Aerospace,4616.66,NYSE
OAKTREE CAP GRP,OAK,Finance,8205.88,NYSE
OASIS PETROLEUM,OAS,Oils-Energy,1323.79,NYSE
ONEBEACON INSUR,OB,Finance,1385.07,NYSE
